License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
62427,The Veridian At Silver Spring Metro,1133 East West Hwy,Silver Spring,20910,178097,-77.027783253,38.989346504,06/15/2023,,3,1,457,110,0.54,0.72,68,0.00,0.00,compliant,"(38.9893, -77.0278)"
17369,"Schrider Street, 8115",8115 Schrider St,Silver Spring,20910,178075,-77.014090876,38.991809103,04/18/2023,,2,1,9,11,3.72,1.67,2,0.27,0.00,troubled,"(38.9918, -77.0141)"
17200,Seneca Ridge,19568 Scenery Dr,Germantown,20876,177536,-77.234887494,39.176871982,04/13/2023,,3,1,71,58,1.62,1.13,26,0.05,0.00,compliant,"(39.1769, -77.2349)"
17632,The Point At Germantown,2 Observation Ct,Germantown,20876,175575,-77.24749447,39.192139826,03/29/2023,,2,1,218,63,0.85,1.11,28,0.03,0.00,compliant,"(39.1921, -77.2475)"
17286,"Kennebec Avenue, 903",903 KENNEBEC AVE,Takoma Park,20912,158817,-76.99942652,38.990244863,01/23/2020,,2,0,1,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9902, -76.9994)"
17292,Summit Hills,8484 16Th St,Silver Spring,20910,178095,0,0,05/23/2023,,3,1,112,269,2.80,1.88,30,0.03,0.00,troubled,"(0.0, 0.0)"
17303,Belvedere,2107 Belvedere Blvd,Silver Spring,20902,178085,0,0,05/30/2023,,1,1,93,89,2.43,1.14,28,0.10,0.03,at-risk,"(0.0, 0.0)"
150981,"Clareton, The",4740 BRADLEY BLVD,CHEVY CHASE,20815,171024,-77.094244288,38.977617837,02/10/2022,,3,1,100,18,0.11,0.27,16,0.00,0.00,compliant,"(38.9776, -77.0942)"
17300,Fields Of Bethesda,5079 Bradley Blvd,Bethesda,20815,177571,-77.100363962,38.977849147,04/10/2023,,3,1,369,123,1.60,2.21,20,0.06,0.00,at-risk,"(38.9778, -77.1004)"
17477,North Park Apartments,4615 PARK AVE N,CHEVY CHASE,20815,177635,-77.092411124,38.963673796,03/08/2023,,3,1,310,74,0.85,0.98,38,0.00,0.00,compliant,"(38.9637, -77.0924)"
17475,"Flower Avenue, 8609",8609 FLOWER AVE,TAKOMA PARK,20912,160566,-77.002920417,38.996999258,01/04/2023,,3,1,3,0,0.00,0.00,0,0.00,0.00,TBD,"(38.997, -77.0029)"
150630,Maven at Wheaton,10914 GEORGIA AVE,SILVER SPRING,20902,177513,-77.050201943,39.035227779,03/31/2023,,3,1,232,62,0.38,0.15,57,0.03,0.00,compliant,"(39.0352, -77.0502)"
16959,"Flower Avenue, 8501",8501 FLOWER AVE,TAKOMA PARK,20912,173307,-77.002315174,38.995384823,08/18/2022,,3,1,4,6,6.16,1.72,0,0.00,0.00,troubled,"(38.9954, -77.0023)"
82884,The Premier,8711 Georgia Ave,Silver Spring,20910,177056,-77.029760772,38.998393075,02/15/2023,,3,1,160,43,0.48,0.41,34,0.00,0.00,compliant,"(38.9984, -77.0298)"
17384,Battery Gardens,4918 Battery Ln,Bethesda,20814,171970,-77.099565192,38.991816986,05/27/2022,,2,1,62,64,2.00,1.55,14,0.00,0.00,at-risk,"(38.9918, -77.0996)"
56268,Edgemont At Bethesda Metro,4903 EDGEMOOR LN,BETHESDA,20814,171043,-77.097758145,38.985121719,03/29/2022,,3,1,122,31,0.06,0.16,29,0.00,0.00,compliant,"(38.9851, -77.0978)"
17331,"Flower Avenue, 8205",8205 FLOWER AVE,TAKOMA PARK,20912,175956,-77.001720408,38.991595775,12/12/2022,,1,0,2,3,9.00,2.29,0,0.33,0.33,troubled,"(38.9916, -77.0017)"
62678,Metro Pointe Apartments,11175 GEORGIA AVE,SILVER SPRING,20902,178094,-77.050482435,39.038547192,04/26/2023,,3,1,173,44,0.27,0.37,36,0.00,0.00,compliant,"(39.0385, -77.0505)"
18024,"Flower Avenue, 8511",8511 FLOWER AVE,TAKOMA PARK,20912,157672,-77.002600204,38.996090439,09/16/2019,,2,0,2,4,1.25,1.35,1,0.00,0.00,compliant,"(38.9961, -77.0026)"
18009,"Fawcett Street, 10410",10410 FAWCETT ST,KENSINGTON,20895,165276,-77.074044381,39.026774891,03/05/2021,,3,1,7,9,0.55,0.13,8,0.00,0.00,compliant,"(39.0268, -77.074)"
148257,"Glenville Road, 8817",8817 GLENVILLE RD,SILVER SPRING,20901,175581,-76.99634752,39.000480791,12/06/2022,,2,1,3,4,2.75,2.33,0,0.00,0.00,troubled,"(39.0005, -76.9963)"
60561,234 Joeve LLC,3901 HAMPDEN ST,KENSINGTON,20895,176709,-77.077928565,39.031393368,01/04/2023,,3,1,1,2,1.00,0.50,1,0.00,0.00,compliant,"(39.0314, -77.0779)"
17978,Dalton Apartments,733 SLIGO AVE,SILVER SPRING,20910,174498,-77.019079555,38.990682641,09/12/2022,,3,1,94,25,3.24,2.57,2,0.04,0.44,troubled,"(38.9907, -77.0191)"
18159,"Greenwood Avenue, 8501",8501 GREENWOOD AVE,TAKOMA PARK,20912,160575,-77.001227903,38.995107499,01/27/2021,,3,1,3,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9951, -77.0012)"
17682,"Bradford Road, 8718",8718 BRADFORD RD,SILVER SPRING,20901,175954,-77.006713713,39.000066096,11/10/2022,,3,1,6,1,0.00,0.00,3,0.00,0.00,compliant,"(39.0001, -77.0067)"
18212,"Silver Spring Avenue, 611",611 SILVER SPRING AVE,SILVER SPRING,20910,173291,-77.013897512,38.99237472,07/05/2022,,3,1,4,1,2.00,1.00,0,0.00,0.00,compliant,"(38.9924, -77.0139)"
100250,Baldwin TLC,7910 Long Branch Pkwy,Takoma Park,20912,175595,-76.996453715,38.987941176,10/19/2022,,1,0,6,12,0.50,0.97,7,0.00,0.00,compliant,"(38.9879, -76.9965)"
17549,Montgomery Club V I,17101 Queen Victoria Ct,Gaithersburg,20877,171957,-77.205009436,39.136577983,08/23/2022,,1,0,109,102,1.29,1.24,44,0.08,0.00,compliant,"(39.1366, -77.205)"
17473,Boulevard Of Chevy Chase,4733 Bradley Blvd,Chevy Chase,20815,175951,-77.093795381,38.978623128,11/03/2022,,1,0,11,12,0.08,0.08,11,0.00,0.00,compliant,"(38.9786, -77.0938)"
17777,"Wabash Avenue, 907",907 Wabash Ave,Takoma Park,20912,159928,-77.000615695,38.99379784,02/06/2020,,3,0,6,6,0.66,0.66,4,0.00,0.00,compliant,"(38.9938, -77.0006)"
111073,8513 Flower,8513 FLOWER AVE,TAKOMA PARK,20912,175952,0,0,10/25/2022,,1,0,3,4,0.25,0.25,3,0.00,0.00,compliant,"(0.0, 0.0)"
17990,"Houston Avenue, 810",810 Houston Ave,Takoma Park,20912,160582,-77.000798647,38.991557336,03/10/2020,,3,0,3,2,0.50,1.00,1,0.00,0.00,compliant,"(38.9916, -77.0008)"
17363,Pembridge Square,2315 Blueridge Ave,Silver Spring,20902,161018,-77.048284471,39.043349248,10/28/2020,,2,0,133,1,1.00,1.00,0,0.00,0.00,compliant,"(39.0433, -77.0483)"
105672,"Patterson Court, 302",302 PATTERSON CT,TAKOMA PARK,20912,171922,-76.99610192,38.987441463,04/28/2022,,1,0,5,4,0.00,0.00,1,0.00,0.00,compliant,"(38.9874, -76.9961)"
17450,"Patterson Court, 304",304 Patterson Ct,Takoma Park,20912,159932,-76.996400943,38.987282197,01/22/2020,,3,0,3,2,0.50,0.50,1,0.00,0.00,compliant,"(38.9873, -76.9964)"
46012,The Gardens Of Traville Senior Apartment,14411 Traville Garden Cir,Rockville,20850,158826,-77.203774761,39.093333646,12/04/2019,,2,0,230,93,0.61,1.05,55,0.00,0.00,compliant,"(39.0933, -77.2038)"
17982,"Avondale Street, 4508-4510",4508 Avondale St,Bethesda,20814,176685,-77.092630009,38.985960586,12/22/2022,,1,0,7,0,0.00,0.00,0,0.00,0.00,TBD,"(38.986, -77.0926)"
17322,"Maplewood Avenue, 806",806 Maplewood Ave,Takoma Park,20912,175594,-77.000070358,38.988622171,10/03/2022,,1,0,5,3,1.00,0.00,3,0.00,0.00,compliant,"(38.9886, -77.0001)"
17713,Bradley Terrace,6903 Strathmore St,Chevy Chase,20815-6225,171932,-77.092381165,38.978555598,05/09/2022,,1,0,24,24,1.33,1.14,8,0.00,0.00,compliant,"(38.9786, -77.0924)"
18229,"Greenwood Avenue, 8405",8405 Greenwood Ave,Takoma Park,20912,175962,-77.000956993,38.99440736,11/14/2022,,1,0,3,4,1.00,1.87,1,0.00,0.00,at-risk,"(38.9944, -77.001)"
17434,Eastern Avenue Apartments,7603 Eastern Ave,Takoma Park,20912,164524,-77.022975201,38.982497007,03/03/2021,,1,0,41,38,1.18,1.04,17,0.02,0.00,compliant,"(38.9825, -77.023)"
17169,Battery Lane Apartments,4887 Battery Ln,Bethesda,20814,159921,-77.09888586,38.992572704,08/04/2021,,2,0,86,40,0.20,0.25,35,0.00,0.00,compliant,"(38.9926, -77.0989)"
17193,Fairfax Court,1 Fairfax Ct,Chevy Chase,20815,171968,-77.10277844,38.975455278,05/11/2022,,1,0,18,17,0.52,0.72,10,0.00,0.00,compliant,"(38.9755, -77.1028)"
17758,Blitz Apartments II,1054 Ruatan St,Silver Spring,20903,175601,0,0,11/03/2022,,1,0,4,3,3.33,1.40,0,0.00,0.00,at-risk,"(0.0, 0.0)"
17314,"Greenwood Avenue, 8003",8003 Greenwood Ave,Takoma Park,20912,160571,-77.000161813,38.989778133,03/06/2020,,3,0,2,4,2.00,1.78,1,0.00,0.00,at-risk,"(38.9898, -77.0002)"
18128,"Quebec Terrace, 1000",1000 Quebec Ter,Silver Spring,20903,175590,-76.989792273,38.999033428,10/11/2022,,1,0,10,10,2.10,1.73,3,0.20,0.00,troubled,"(38.999, -76.9898)"
106915,Flats At Bethesda Avenue,7170 WOODMONT AVE,BETHESDA,20814,159472,-77.095103134,38.980648417,01/29/2020,,3,0,162,34,0.32,0.28,29,0.00,0.00,compliant,"(38.9806, -77.0951)"
16956,"Georgia Avenue, 20207",20215 Georgia Ave,Brookeville,20833,154040,-77.06448567,39.187550311,03/18/2019,,1,0,4,5,9.40,1.93,0,0.00,0.00,troubled,"(39.1876, -77.0645)"
17339,"Bradford Road, 8802",8802 Bradford Rd,Silver Spring,20901,158835,-77.006558971,39.000552082,11/07/2019,,2,0,6,6,4.00,1.90,1,0.16,0.00,troubled,"(39.0006, -77.0066)"
17430,"Hudson Avenue, 807",807 Hudson Ave,Takoma Park,20912,159933,-77.001565658,38.992367293,02/03/2020,,3,0,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9924, -77.0016)"
17501,"Flower Avenue, 7817",7817 Flower Ave,Takoma Park,20912,171961,-77.000425663,38.988163635,05/04/2022,,1,0,2,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9882, -77.0004)"
95883,"Holstein Street, 7903",7903 Holstein St,Takoma Park,20912,159935,-76.998817873,38.98863865,01/30/2020,,3,0,2,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9886, -76.9988)"
17615,Ridgewood Apartments,4021 Postgate Ter,Silver Spring,20906,161016,-77.077384615,39.087785828,07/28/2021,,2,0,274,259,1.00,0.90,138,0.00,0.00,compliant,"(39.0878, -77.0774)"
17596,"Nolte Avenue, 8216",8216 Nolte Ave,Silver Spring,20910,171944,-77.01352828,38.993409897,04/12/2022,,1,0,4,4,2.50,1.50,1,0.00,0.00,at-risk,"(38.9934, -77.0135)"
17325,Rollingwood,2535 Ross Rd,Silver Spring,20910,171965,-77.054706218,38.996017308,08/10/2022,,1,0,283,227,2.15,1.55,56,0.14,0.03,troubled,"(38.996, -77.0547)"
100380,"Silver Spring Avenue, 605",605 SILVER SPRING AVE,SILVER SPRING,20910,171920,-77.013679384,38.992440639,06/15/2022,,1,0,4,3,5.00,1.35,0,0.00,0.00,at-risk,"(38.9924, -77.0137)"
107162,804 Kennebec,804 KENNEBEC AVE,TAKOMA PARK,20912,159930,0,0,01/16/2020,,3,0,3,3,0.33,1.33,1,0.00,0.00,compliant,"(0.0, 0.0)"
17455,Thayer Terrace,525 Thayer Ave,Silver Spring,20910,171942,-77.014756323,38.994076967,07/14/2022,,1,0,74,71,3.07,1.71,14,0.30,0.04,troubled,"(38.9941, -77.0148)"
18233,"Greenwood Avenue, 8209",8209 Greenwood Ave,Takoma Park,20912,160574,-77.000608661,38.9923481,03/09/2020,,3,0,3,4,1.25,2.40,0,0.00,0.00,at-risk,"(38.9923, -77.0006)"
17372,Village Square Wheaton,12011 Veirs Mill Rd,Silver Spring,20906,161013,-77.075945762,39.053711517,10/14/2020,,2,0,162,0,0.00,0.00,0,0.00,0.00,TBD,"(39.0537, -77.0759)"
17533,"Houston Avenue, 902",902 Houston Ave,Takoma Park,20912,169447,-77.000130132,38.991664398,10/28/2021,,1,0,3,3,3.33,2.20,0,0.00,0.00,troubled,"(38.9917, -77.0001)"
40330,"Silver Spring Avenue, 755",755 Silver Spring Ave,Silver Spring,20910,169454,-77.021303536,38.992164921,01/05/2022,,1,0,1,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9922, -77.0213)"
17699,"Quebec Terrace, 1031",1031 Quebec Ter,Silver Spring,20903,175972,-76.986882069,39.00031264,11/08/2022,,1,0,4,4,3.25,1.69,0,0.00,0.00,troubled,"(39.0003, -76.9869)"
17511,"Olney-Sandy Spring Road, 903 & 907",903 OLNEY SANDY SPRING RD,Laurel,20707,171959,-77.026805988,39.149640607,07/18/2022,,1,0,4,4,2.50,1.66,1,0.00,0.00,troubled,"(39.1496, -77.0268)"
17181,Parkside Terrace,500 Easley St,Silver Spring,20910,171976,-77.017048475,38.995228245,06/28/2022,,1,0,86,79,1.56,1.24,27,0.07,0.02,compliant,"(38.9952, -77.017)"
112943,Auden Place,12631 Georgia Ave,Silver Spring,20906,159501,-77.053968105,39.063590574,01/21/2020,,1,0,163,147,1.80,1.63,41,0.05,0.00,at-risk,"(39.0636, -77.054)"
17757,Blitz Apartments III,1058 Ruatan St,Silver Spring,20903,175602,-76.988648598,38.999769197,11/03/2022,,1,0,4,4,2.75,2.27,0,0.00,0.00,troubled,"(38.9998, -76.9886)"
26019,"Metropolitan, The",7620 OLD GEORGETOWN RD,BETHESDA,20814,166756,-77.096847736,38.985685355,01/14/2022,,3,1,308,74,0.50,0.26,63,0.00,0.00,compliant,"(38.9857, -77.0968)"
17769,"Glenville Road, 8801",8801 GLENVILLE RD,SILVER SPRING,20901,158832,-76.99699497,38.999618675,11/04/2019,,2,0,4,4,0.00,0.00,8,0.00,0.00,compliant,"(38.9996, -76.997)"
17494,"Kennebec Avenue, 805",805 KENNEBEC AVE,TAKOMA PARK,20912,159931,-77.000277931,38.990080154,02/20/2020,,3,0,3,4,0.25,1.50,1,0.00,0.00,compliant,"(38.9901, -77.0003)"
17471,"Houston Avenue, 1002",1002 HOUSTON AVE,TAKOMA PARK,20912,161043,-76.999236514,38.991837393,04/23/2021,,3,1,2,0,0.00,0.00,0,0.00,0.00,TBD,"(38.9918, -76.9992)"
18225,Brooke Park Apartments,6301 MACARTHUR BLVD,BETHESDA,20816-3215,159425,0,0,12/09/2019,,1,0,18,0,0.00,0.00,0,0.00,0.00,TBD,"(0.0, 0.0)"
18123,"Greenwood Avenue, 8314",8314 GREENWOOD AVE,TAKOMA PARK,20912,158816,-77.001498835,38.993792306,10/24/2019,,2,0,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9938, -77.0015)"
17951,"Prospect Street, 908",908 PROSPECT ST,TAKOMA PARK,20912,176677,-76.998919873,38.989544716,04/04/2023,,1,1,4,4,1.25,0.80,2,0.00,0.00,compliant,"(38.9895, -76.9989)"
117270,Fairland Crossing,14001 CASTLE BLVD,SILVER SPRING,20904,177507,-76.940498016,39.084672257,06/21/2023,,1,1,534,528,3.10,1.74,75,0.10,0.02,troubled,"(39.0847, -76.9405)"
17685,"Ruatan Street, 1052",1052 RUATAN ST,SILVER SPRING,20903,175598,-76.989120134,38.999502907,02/10/2023,,1,1,4,4,0.75,0.66,2,0.00,0.00,compliant,"(38.9995, -76.9891)"
17496,Rebecca Apartments,10920 CONNECTICUT AVE,KENSINGTON,20895,171036,-77.07575369,39.035378784,02/22/2022,,3,1,102,25,0.00,0.00,25,0.00,0.00,compliant,"(39.0354, -77.0758)"
17611,"Garland Avenue, 8315",8315 GARLAND AVE,TAKOMA PARK,20912,177532,-77.000109072,38.994215164,03/02/2023,,3,1,3,5,3.40,2.05,0,0.00,0.00,troubled,"(38.9942, -77.0001)"
108282,Villaflores,8808 BRADFORD RD,SILVER SPRING,20901,160587,-77.006400627,39.001024347,03/20/2020,,3,1,6,7,1.28,1.74,2,0.14,0.00,at-risk,"(39.001, -77.0064)"
17380,Montgomery Towers,415 Silver Spring Ave,Silver Spring,20910,174503,-77.011104077,38.993272886,09/09/2022,,3,1,61,16,2.50,1.47,3,0.00,0.12,at-risk,"(38.9933, -77.0111)"
63144,Archstone Wisconsin Place,4440 Willard Ave,Chevy Chase,20815,178103,-77.087527525,38.961768579,05/25/2023,,3,1,432,102,0.79,2.39,10,0.00,0.00,at-risk,"(38.9618, -77.0875)"
17756,"Glenville Road, 8815",8815 GLENVILLE RD,SILVER SPRING,20901,171923,-76.996347525,39.000390217,07/12/2022,,1,0,4,5,5.40,1.51,0,0.00,0.00,troubled,"(39.0004, -76.9963)"
88897,Avery Park Apartments,1801 Hampshire Green Ln,Silver Spring,20903,178089,-76.973864306,39.015611161,06/08/2023,,1,1,294,95,1.75,1.63,10,0.07,0.01,at-risk,"(39.0156, -76.9739)"
150927,"Schrider Street, 8101",8101 SCHRIDER ST,SILVER SPRING,20910,174511,-77.014266898,38.991275955,01/26/2023,,3,1,6,5,7.60,1.55,0,0.00,0.00,troubled,"(38.9913, -77.0143)"
150783,"Hudson Avenue, 908",908 Hudson Ave,Takoma Park,20912,157639,-77.000555857,38.99297687,10/01/2019,,1,0,6,6,1.66,0.46,4,0.00,0.00,compliant,"(38.993, -77.0006)"
17534,Snowdens Ridge,2105 HARLEQUIN TER,Silver Spring,20904,140494,-76.969372667,39.069201524,06/20/2017,,3,0,87,24,0.62,0.64,13,0.00,0.00,compliant,"(39.0692, -76.9694)"
115227,Waterford Tower,14000 CASTLE BLVD,SILVER SPRING,20904,175587,-76.942110343,39.085881727,11/22/2022,,2,1,143,24,2.04,1.92,3,0.08,0.00,troubled,"(39.0859, -76.9421)"
153401,Rock Creek,12630 VEIRS MILL RD,ROCKVILLE,20853,177633,-77.095546981,39.062453085,03/14/2023,,3,1,526,133,1.51,1.44,45,0.08,0.00,compliant,"(39.0625, -77.0955)"
17550,"Quebec Terrace, 1015",1015 QUEBEC TER,SILVER SPRING,20903,157353,-76.988395155,39.000079435,08/13/2019,,1,0,4,4,1.50,1.66,0,0.00,0.00,at-risk,"(39.0001, -76.9884)"
151019,Avondale Apartments,4522 Avondale St,Bethesda,20814,159422,-77.093210369,38.985902474,01/14/2020,,2,0,7,10,1.10,2.97,1,0.00,0.00,at-risk,"(38.9859, -77.0932)"
148419,8805 PLYMOUTH ST,8805 PLYMOUTH ST,SILVER SPRING,20901,176723,-77.00691082,39.00078819,04/04/2023,,3,1,7,7,0.57,0.85,4,0.00,0.00,compliant,"(39.0008, -77.0069)"
150979,Battery Lane,4998 Battery Ln,Bethesda,20814,159924,-77.101415528,38.991584747,02/10/2020,,2,0,95,47,1.87,1.31,10,0.00,0.00,compliant,"(38.9916, -77.1014)"
122536,Inigo's Crossing,5405 TUCKERMAN LN,ROCKVILLE,20852,177638,-77.108192429,39.029109621,03/30/2023,,3,0,473,109,0.95,1.33,52,0.00,0.03,compliant,"(39.0291, -77.1082)"
17419,Westwood Tower,5401 Westbard Ave,Bethesda,20816,177060,-77.10593094,38.964131827,03/07/2023,,3,1,212,51,0.72,0.63,33,0.00,0.00,compliant,"(38.9641, -77.1059)"
153563,"Garland Avenue, 8102",8102 GARLAND AVE,TAKOMA PARK,20912,177028,-76.999539095,38.99075009,01/27/2023,,3,1,3,5,1.60,2.26,1,0.00,0.00,at-risk,"(38.9908, -76.9995)"
149498,7001 Arlington At Bethesda,7001 ARLINGTON RD,BETHESDA,20814,159465,-77.097592379,38.979666118,12/12/2019,,3,0,140,37,0.24,0.40,29,0.00,0.00,compliant,"(38.9797, -77.0976)"
152673,Falkland Chase West,8305 16TH ST,SILVER SPRING,20910,176718,-77.036275061,38.992761727,01/10/2023,,3,1,121,26,0.23,0.53,20,0.00,0.00,compliant,"(38.9928, -77.0363)"
148420,8807 PLYMOUTH,8807 PLYMOUTH ST,SILVER SPRING,20901,158813,-77.006854541,39.00097215,10/30/2019,,2,0,6,7,0.85,0.95,3,0.00,0.00,compliant,"(39.001, -77.0069)"
151176,"Ruatan Row, LLC",1050 RUATAN ST,SILVER SPRING,20903,175600,-76.989299598,38.999417783,01/08/2023,,1,0,4,4,2.75,1.81,0,0.00,0.00,troubled,"(38.9994, -76.9893)"
18211,515 Thayer,515 THAYER AVE,SILVER SPRING,20910,144031,-77.013472034,38.993961775,10/24/2017,,2,0,55,13,2.61,1.14,2,0.00,0.00,at-risk,"(38.994, -77.0135)"
153570,"Houston Avenue, 804",804 HOUSTON AVE,TAKOMA PARK,20912,173294,-77.001382666,38.991441983,08/17/2022,,3,1,3,5,8.20,1.58,0,0.00,0.00,troubled,"(38.9914, -77.0014)"
152566,Falkland Chase Apartments North,1545 N FALKLAND LN,SILVER SPRING,20910,171028,-77.036275061,38.992761727,04/06/2022,,3,1,170,50,0.38,0.44,35,0.02,0.00,compliant,"(38.9928, -77.0363)"
153651,"Prospect Street, 907",907 PROSPECT ST,TAKOMA PARK,20912,157646,-76.998972686,38.989154837,09/10/2019,,2,0,2,1,0.00,0.00,0,0.00,0.00,compliant,"(38.9892, -76.999)"
17500,"Greenwood Avenue, 8205",8205 GREENWOOD AVE,TAKOMA PARK,20912,171929,-77.000471414,38.99200215,05/05/2022,,1,0,1,2,0.00,0.00,2,0.00,0.00,compliant,"(38.992, -77.0005)"
151598,Westchester West Apartments,3020 HEWITT AVE,SILVER SPRING,20906,178118,-77.064392607,39.079760287,06/29/2023,,2,1,345,64,2.64,1.17,22,0.06,0.00,at-risk,"(39.0798, -77.0644)"
74035,Albert Apartment,10422 Fawcett St,Kensington,20895,176700,-77.073911025,39.027173093,12/27/2022,,3,1,4,5,2.00,2.40,0,0.00,0.00,at-risk,"(39.0272, -77.0739)"
17516,Lakeview House,10250 Westlake Dr,Bethesda,20817,176726,-77.150204152,39.024999628,01/18/2023,,3,1,152,37,0.24,0.22,32,0.02,0.00,compliant,"(39.025, -77.1502)"
17592,"Holsey Road, 9115",9115 Holsey Rd,Damascus,20872,177645,-77.18881588,39.312143839,03/14/2023,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(39.3121, -77.1888)"
17772,"Glenville Road, 8812",8812 Glenville Rd,Silver Spring,20901,177597,-76.997005506,39.000266646,05/08/2023,,3,1,4,6,4.83,1.92,0,0.33,0.00,troubled,"(39.0003, -76.997)"
17547,The Birches,1532 Heather Hollow Cir,Silver Spring,20904,178105,-76.980971525,39.040723373,04/11/2023,,3,1,227,49,0.42,0.34,34,0.00,0.00,compliant,"(39.0407, -76.981)"
17274,Windsor Court/Windsor Towers,13802 Castle Blvd,Silver Spring,20904,175479,-76.944552978,39.082078897,11/16/2022,,3,1,457,121,1.79,1.42,41,0.08,0.00,compliant,"(39.0821, -76.9446)"
17444,Nolte Avenue Apartments,8200 Nolte Ave,Silver Spring,20910,175607,-77.013542193,38.992723474,11/18/2022,,3,1,15,5,6.00,1.65,1,0.20,0.00,troubled,"(38.9927, -77.0135)"
73130,Lorraine,3923 Plyers Mill Rd,Kensington,20895,176716,-77.077627959,39.030158002,01/25/2023,,3,1,5,6,0.33,0.16,5,0.00,0.00,compliant,"(39.0302, -77.0776)"
92816,"Garland Avenue, 8104",8104 Garland Ave,Takoma Park,20912,176690,-76.999598864,38.990895598,01/06/2023,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9909, -76.9996)"
17817,"Greenwood Avenue, 8410",8410 Greenwood Ave,Takoma Park,20912,175963,-77.00168532,38.994918057,10/24/2022,,2,1,5,7,2.28,1.85,0,0.00,0.00,troubled,"(38.9949, -77.0017)"
17255,Sumner Highlands,4507 Sangamore Rd,Bethesda,20816,177569,-77.118822124,38.948172261,04/04/2023,,3,1,125,31,0.48,0.88,21,0.00,0.00,compliant,"(38.9482, -77.1188)"
17411,Glen Wood,4857 Battery Ln,Bethesda,20814,177037,-77.097769268,38.993227029,03/15/2023,,3,1,50,15,4.60,2.11,1,0.13,0.46,troubled,"(38.9932, -77.0978)"
17340,"Plymouth Street, 8714",8714 Plymouth St,Silver Spring,20901,175474,-77.007727134,39.000299398,10/07/2022,,3,1,6,7,6.14,2.32,0,0.14,0.00,troubled,"(39.0003, -77.0077)"
17392,Glen Lane,4949 Battery Ln,Bethesda,20814,177030,-77.100471204,38.993073752,03/15/2023,,3,1,110,28,1.46,1.65,10,0.00,0.03,at-risk,"(38.9931, -77.1005)"
17811,"Georgia Avenue, 9435",9435 Georgia Ave,Silver Spring,20910,174567,-77.040475425,39.009363352,08/23/2022,,3,1,6,7,3.00,2.10,0,0.00,0.00,troubled,"(39.0094, -77.0405)"
100160,Acclaim at Germantown,12912 Falling Water Cir,Germantown,20874,175491,0,0,12/06/2022,,2,1,143,35,0.51,1.23,16,0.00,0.00,compliant,"(0.0, 0.0)"
50690,"Garland Avenue, 8308",8308 Garland Ave,Takoma Park,20912,178077,-77.000615694,38.993652285,04/27/2023,,1,1,6,7,2.00,1.47,2,0.00,0.00,compliant,"(38.9937, -77.0006)"
108600,The Sanctuary,426 UNIVERSITY BLVD E,SILVER SPRING,20901,153859,0,0,05/20/2019,,3,0,75,0,0.00,0.00,0,0.00,0.00,compliant,"(0.0, 0.0)"
17258,Manchester Manor,8401 Manchester Rd,Silver Spring,20901,177608,-77.005151217,38.997600506,02/27/2023,,3,1,53,12,1.00,0.66,8,0.08,0.00,compliant,"(38.9976, -77.0052)"
36446,Hughes House,10720 Georgia Ave,Silver Spring,20902,177047,-77.048780421,39.031159298,02/10/2023,,3,1,23,0,0.00,0.00,0,0.00,0.00,TBD,"(39.0312, -77.0488)"
17399,Aldon Apartments,4701 Bradley Blvd,Chevy Chase,20815,176697,-77.09314442,38.978511063,12/29/2022,,3,1,88,21,1.00,1.17,7,0.00,0.00,compliant,"(38.9785, -77.0931)"
17548,Paint Branch Park,12005 Old Columbia Pike,Silver Spring,20904,170966,-76.974715851,39.053443616,05/09/2023,,3,1,14,15,3.93,1.60,3,0.00,0.00,troubled,"(39.0534, -76.9747)"
17609,Barron House,8306 Barron St,Takoma Park,20912,177626,-76.997931202,38.992573207,03/13/2023,,3,1,22,7,1.28,2.78,1,0.00,0.00,at-risk,"(38.9926, -76.9979)"
17287,"Avondale Street, 4519",4519 Avondale St,Bethesda,20814,177011,-77.093077254,38.986344631,06/09/2023,,3,1,4,5,0.40,0.60,4,0.00,0.00,compliant,"(38.9863, -77.0931)"
17997,"Garland Avenue, 8003",8003 Garland Ave,Takoma Park,20912,175489,-76.998529331,38.98980833,10/11/2022,,2,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9898, -76.9985)"
17403,Glen Brook,4890 Battery Ln,Bethesda,20814,177029,-77.098569686,38.991955095,03/15/2023,,3,1,94,23,1.52,1.21,10,0.00,0.13,compliant,"(38.992, -77.0986)"
17186,Blair East,1220 East West Hwy,Silver Spring,20910,174563,-77.030830945,38.991517589,09/14/2022,,3,1,401,87,0.18,0.17,79,0.00,0.00,compliant,"(38.9915, -77.0308)"
